120832;Evangelisches Gymnasium Hermannswerder;Potsdam;P
120868;Einstein-Gymnasium Potsdam;Potsdam;P
121095;Neues Gymnasium Potsdam (Babelsberger Filmgymnasium) anerkannte Ersatzschule;Potsdam;P
121113;Schiller-Gymnasium;Potsdam;P
121265;Katholische Marienschule Potsdam, Gymnasium anerkannte Ersatzschule;Potsdam;P
121307;Bertha-von-Suttner-Gymnasium Babelsberg;Potsdam;P
121356;Hannah-Arendt-Gymnasium;Potsdam;P
121381;Dalton-Gymnasium Potsdam;Potsdam;P
121400;Clara-Immerwahr-Gymnasium;Potsdam;P
121423;Gymnasium im Potsdamer Norden;Potsdam;P
130734;K�the-Kollwitz-Oberschule;Potsdam;P
150010;Schulzentrum am Stern;Potsdam;P
160015;Gesamtschule Potsdam - Drewitzer Modellschule anerkannte Ersatzschule;Potsdam;P
160064;Schule am Schloss;Potsdam;P
200372;Oberstufenzentrum I - Technik;Potsdam;P
200384;Oberstufenzentrum 2 Wirtschaft und Verwaltung St�dtische Schule Potsdam - Europaschule;Potsdam;P
200396;"Oberstufenzentrum ""Johanna Just""";Potsdam;P
200440;Oberlin Berufliche Schulen der Berufsbildungswerk im Oberlinhaus gGmbH - anerkannte Ersatzschule;Potsdam;P
200803;Medienschule Babelsberg, BFS f�r Medien und Kommunikation mit anerkannten Bildungsg�ngen, FOS - einj�hrig, anerkannte Ersatzschule in der FR Gestaltung;Potsdam;P
200864;Berufliche Schule f�r Sport und Gesundheit der Europ�ischen Sportakademie des Landes Brandenburg;Potsdam;P
330073;Berufliche Schulen Hermannswerder anerkannte Berufsfachschule Soziales und anerkannte Fachschule f�r Sozialwesen der Hoffbauer gGmbH;Potsdam;P
330255;Fachschule Sozialwesen in der Fachrichtung Sozialp�dagogik des AWO-Bezirksverb. Potsdam e.V. anerkannte Ersatzschule;Potsdam;P
330267;Berufliche Schule Potsdam der ASG - Anerkannte Schulgesellschaft mbH -  anerkannte Ersatzschule;Potsdam;P
330280;P�DAGOGIKA Fachschule Sozialwesen Fachrichtung Sozialp�dagogik - genehmigte Ersatzschule -;Potsdam;P
401092;"Oberlinschule - Schule mit dem sonderp�dagogischen F�rderschwerpunkt ""k�rperliche und motorische Entwicklung""";Potsdam;P
401250;Fr�belschule Schule mit dem sonderp�dagogischen F�rderschwerpunkt emotionale und soziale Entwicklung;Potsdam;P
401262;"Schule mit dem sonderp�dagogischen F�rderschwerpunkt ""Lernen"" ""Schule am Nuthetal""";Potsdam;P
401274;"Comenius-Schule Schule mit dem sonderp�dagogischen F�rderschwerpunkt ""geistige Entwicklung""";Potsdam;P
401298;"Wilhelm-von-T�rk-Schule Schule mit den sonderp�dagogischen F�rderschwerpunkten ""H�ren"" und ""Sprache""";Potsdam;P
600027;"Schule des Zweiten Bildungsweges ""Heinrich von Kleist""";Potsdam;P
700046;Waldorfschule Potsdam;Potsdam;P
100675;Johann-Wolfgang-von-Goethe-Grundschule;Potsdam-Mittelmark;PM
100687;Grundschule Wollin;Potsdam-Mittelmark;PM
100705;"Grundschule ""Am Beetzsee""";Potsdam-Mittelmark;PM
100729;"Grundschule ""Friedrich Eberhard von Rochow""";Potsdam-Mittelmark;PM
100730;"Grundschule ""Am Fenn""";Potsdam-Mittelmark;PM
100742;Grundschule Roskow;Potsdam-Mittelmark;PM
100754;Grundschule Jeserig;Potsdam-Mittelmark;PM
100766;Wilhelm-G�tze-Schule;Potsdam-Mittelmark;PM
101291;Grundschule Br�ck;Potsdam-Mittelmark;PM
101308;Hans-Grade-Grundschule;Potsdam-Mittelmark;PM
101310;Kleine Grundschule Dippmannsdorf;Potsdam-Mittelmark;PM
101321;Geschwister-Scholl-Grundschule;Potsdam-Mittelmark;PM
101333;"Grundschule ""Am Schlosspark"" Wiesenburg";Potsdam-Mittelmark;PM
101345;"Grundschule ""Robert Koch""";Potsdam-Mittelmark;PM
103123;"Grundschule ""Albert Schweitzer""";Potsdam-Mittelmark;PM
103329;"Grundschule ""Karl Hagemeister""";Potsdam-Mittelmark;PM
103330;Ernst-von-Stubenrauch-Grundschule;Potsdam-Mittelmark;PM
103342;Anne-Frank-Grundschule;Potsdam-Mittelmark;PM
103354;"Grundschule ""Heinrich Zille""";Potsdam-Mittelmark;PM
103366;Grundschule am Fliegerberg;Potsdam-Mittelmark;PM
103380;Steinweg-Schule;Potsdam-Mittelmark;PM
103408;Eigenherd-Schule;Potsdam-Mittelmark;PM
103410;Grundschule Fichtenwalde;Potsdam-Mittelmark;PM
103433;Diesterweg-Grundschule;Potsdam-Mittelmark;PM
103445;Inselschule T�plitz;Potsdam-Mittelmark;PM
103470;"Grundschule ""Albert Einstein"" Schwielowsee OT Caputh Kreis Potsdam-Mittelmark";Potsdam-Mittelmark;PM
103494;Grundschule Glindow;Potsdam-Mittelmark;PM
103500;Meusebach-Grundschule Geltow verl�ssliche Halbtagsgrundschule mit integrierter Kindertagesbetreuung;Potsdam-Mittelmark;PM
103524;Grundschule Michendorf;Potsdam-Mittelmark;PM
105673;BBIS Berlin Brandenburg International School, Genehmigte Ersatz- und Ganztagsschule Klasse 1-10, Anerkannte Erg�nzungsschule Klasse 11-12;Potsdam-Mittelmark;PM
105922;"Grundschule ""Am R�thepfuhl""";Potsdam-Mittelmark;PM
105983;"Grundschule ""Am Kiefernwald"" Wildenbruch";Potsdam-Mittelmark;PM
106252;Freie Schule Fl�ming Ganzheitliche Naturschule nach Maria Montessori anerkannte Ersatzschule;Potsdam-Mittelmark;PM
106343;Evangelische Grundschule Kleinmachnow anerkannte Ersatzschule;Potsdam-Mittelmark;PM
106355;Grundschule Auf dem Seeberg;Potsdam-Mittelmark;PM
106495;Lindenhof-Grundschule;Potsdam-Mittelmark;PM
106616;Evangelische Ursula-W�lfel-Grundschule Teltow anerkannte Ersatzschule;Potsdam-Mittelmark;PM
106938;Evangelische Grundschule Werder - genehmigte Ersatzschule -;Potsdam-Mittelmark;PM
106940;Birken-Grundschule - Montessori - Naturschule Treuenbrietzen - genehmigte Ersatzschule -;Potsdam-Mittelmark;PM
106951;Loris Grundschule - genehmigte Ersatzschule -;Potsdam-Mittelmark;PM
110498;Thomas-M�ntzer-Schulzentrum Ziesar-G�rzke;Potsdam-Mittelmark;PM
110504;"Grund- und Gesamtschule Lehnin ""Heinrich Julius Bruns""";Potsdam-Mittelmark;PM
110759;Oberschule der Stadt Br�ck;Potsdam-Mittelmark;PM
110760;Krause-Tschetschog-Oberschule;Potsdam-Mittelmark;PM
112008;Grund- und Oberschule Wilhelmshorst;Potsdam-Mittelmark;PM
112033;Maxim-Gorki-Gesamtschule;Potsdam-Mittelmark;PM
112045;Erich K�stner Grundschule Gro� Kreutz;Potsdam-Mittelmark;PM
112057;"Grundschule ""Otto Nagel""";Potsdam-Mittelmark;PM
112069;Solar-Oberschule Beelitz;Potsdam-Mittelmark;PM
112070;Friedrich-List-Grundschule;Potsdam-Mittelmark;PM
113384;KARIBU-Oberschule Geltow anerkannte Ersatzschule;Potsdam-Mittelmark;PM
120224;Fl�ming-Gymnasium;Potsdam-Mittelmark;PM
120546;Sally-Bein-Gymnasium;Potsdam-Mittelmark;PM
120558;Weinberg-Gymnasium;Potsdam-Mittelmark;PM
120560;Ernst-Haeckel-Gymnasium;Potsdam-Mittelmark;PM
120571;Wolkenberg-Gymnasium;Potsdam-Mittelmark;PM
120996;Immanuel-Kant-Gymnasium;Potsdam-Mittelmark;PM
121277;Evangelisches Gymnasium Kleinmachnow anerkannte Ersatzschule;Potsdam-Mittelmark;PM
121290;Vicco-von-B�low-Gymnasium;Potsdam-Mittelmark;PM
130539;Grund- und Oberschule Carl von Ossietzky;Potsdam-Mittelmark;PM
160027;Evangelische Gesamtschule Kleinmachnow Ganztagsschule - anerkannte Ersatzschule;Potsdam-Mittelmark;PM
160039;Gesamtschule Treuenbrietzen;Potsdam-Mittelmark;PM
160040;Grace-Hopper-Gesamtschule;Potsdam-Mittelmark;PM
160106;Evangelische Gesamtschule Werder -genehmigte Ersatzschule-;Potsdam-Mittelmark;PM
180348;Freie Oberschule Fl�ming - genehmigte Ersatzschule -;Potsdam-Mittelmark;PM
180439;Loris Oberschule - genehmigte Ersatzschule;Potsdam-Mittelmark;PM
190160;Schule des Lebens Potsdam, Oberschule mit integrierter Grundschule als genehmigte Ersatzschule in freier Tr�gerschaft;Potsdam-Mittelmark;PM
200311;Oberstufenzentrum I Technik des Landkreises Potsdam-Mittelmark;Potsdam-Mittelmark;PM
200323;Oberstufenzentrum Werder des Landkreises Potsdam-Mittelmark;Potsdam-Mittelmark;PM
200876;Berufliche Schule f�r Hotellerie und Gastronomie des Ausbildungsverbunds Teltow e.V.;Potsdam-Mittelmark;PM
330188;Berufliche Schule f�r Sozialwesen, anerk. Fachschule f�r Sozialwesen, anerk. Berufsfachschule f. Soziales;Potsdam-Mittelmark;PM
400300;"Schule Am Gr�nen Grund Schule mit dem sonderp�dagogischen F�rderschwerpunkt ""geistige Entwicklung""";Potsdam-Mittelmark;PM
400828;"Schule am Plessower See - Schule mit dem sonderp�dagogischen F�rderschwerpunkt ""Lernen""";Potsdam-Mittelmark;PM
400841;"""Schule am Schleusenweg"" Schule mit dem sonderp�dagogischen F�rderschwerpunkt ""Lernen""";Potsdam-Mittelmark;PM
401109;"Hans-Christian-Andersen-Schule Schule mit dem sonderp�dagogischen F�rderschwerpunkt ""geistige Entwicklung""";Potsdam-Mittelmark;PM
401122;"Schule am Norberthaus gGmbH Schule mit dem sonderp�d. F�rderschwerpunkt ""geistige Entwicklung"" anerkannte Ersatzschule";Potsdam-Mittelmark;PM
401468;F�rderschule f�r Erziehungshilfe Geltow;Potsdam-Mittelmark;PM
700034;Freie Waldorfschule Kleinmachnow;Potsdam-Mittelmark;PM
700058;Freie Waldorfschule Werder (Havel) Christian Morgenstern;Potsdam-Mittelmark;PM
100341;Grundschule Zossen/Dabendorf;Teltow-Fl�ming;TF
100419;Ingeborg-Feustel-Grundschule;Teltow-Fl�ming;TF
100420;Schulzentrum Baruther Urstromtal Grundschule Baruth/Mark;Teltow-Fl�ming;TF
100432;Wilhelm-Busch-Grundschule Blankenfelde;Teltow-Fl�ming;TF
100456;Grundschule Glienick;Teltow-Fl�ming;TF
100481;Gebr�der-Grimm-Grundschule Ludwigsfelde;Teltow-Fl�ming;TF
100493;Theodor-Fontane-Grundschule Ludwigsfelde;Teltow-Fl�ming;TF
100511;Kleeblatt-Grundschule Ludwigsfelde;Teltow-Fl�ming;TF
100535;"Grundschule ""Herbert Tsch�pe"" Mahlow";Teltow-Fl�ming;TF
100547;Astrid-Lindgren-Grundschule;Teltow-Fl�ming;TF
100560;Grundschule am Mellensee;Teltow-Fl�ming;TF
100572;Grundschule Rangsdorf;Teltow-Fl�ming;TF
100584;Anne Frank-Grundschule;Teltow-Fl�ming;TF
100596;Erich K�stner Grundschule W�nsdorf/OT Waldstadt;Teltow-Fl�ming;TF
103111;Ludwig-Achim-von-Arnim-Grundschule Werbig;Teltow-Fl�ming;TF
103172;Lindenschule (GS);Teltow-Fl�ming;TF
103196;"Grundschule ""Geschwister Scholl""";Teltow-Fl�ming;TF
103202;"Grundschule ""Thomas M�ntzer""";Teltow-Fl�ming;TF
103226;"Grundschule ""Am Pekenberg"" Verl�ssliche Halbtagsgrundschule Z�lichendorf";Teltow-Fl�ming;TF
103238;Grundschule St�lpe;Teltow-Fl�ming;TF
103251;Grundschule Trebbin;Teltow-Fl�ming;TF
103287;Friedrich-Ludwig-Jahn-Grundschule;Teltow-Fl�ming;TF
103299;Ernst-Moritz-Arndt Grundschule Luckenwalde;Teltow-Fl�ming;TF
103305;Friedrich-Ebert-Grundschule;Teltow-Fl�ming;TF
103317;Grundschule Blankensee;Teltow-Fl�ming;TF
104425;Max Wald Grundschule Dahme/Mark;Teltow-Fl�ming;TF
106409;Evangelische Grundschule J�terbog - anerkannte Ersatzschule;Teltow-Fl�ming;TF
106537;Evangelische Grundschule Mahlow - anerkannte Ersatzschule;Teltow-Fl�ming;TF
106628;Grundschule Gro� Machnow;Teltow-Fl�ming;TF
106835;Die Kraniche - Montessori-Naturschule - genehmigte Ersatzgrundschule -;Teltow-Fl�ming;TF
106847;2. Neue Grundschule;Teltow-Fl�ming;TF
106859;"Grundschule ""Im Kiefernwald""";Teltow-Fl�ming;TF
110346;Otfried-Preu�ler-Schule Grund- und Oberschule Gro�beeren;Teltow-Fl�ming;TF
110360;"Oberschule ""Herbert Tsch�pe"" Blankenfelde-Mahlow";Teltow-Fl�ming;TF
110383;Goetheschule Zossen Grundschule;Teltow-Fl�ming;TF
110395;Geschwister-Scholl-Schule Zossen Gesamtschule mit gymnasialer Oberstufe Zossen OT Dabendorf;Teltow-Fl�ming;TF
111934;Wiesenschule Oberschule J�terbog;Teltow-Fl�ming;TF
111995;Friedrich-Ludwig-Jahn-Oberschule Schule mit Sportspezialklassen;Teltow-Fl�ming;TF
112495;Otto-Unverdorben-Oberschule Dahme/Mark;Teltow-Fl�ming;TF
113347;Goetheoberschule Trebbin;Teltow-Fl�ming;TF
120080;Marie-Curie-Gymnasium Ludwigsfelde Landkreis Teltow-Fl�ming;Teltow-Fl�ming;TF
120091;Fontane-Gymnasium Landkreis Teltow-Fl�ming Sitz Rangsdorf;Teltow-Fl�ming;TF
120522;Goethe-Schiller-Gymnasium;Teltow-Fl�ming;TF
120534;Friedrich-Gymnasium Luckenwalde;Teltow-Fl�ming;TF
121058;Kopernikus-Gymnasium Blankenfelde;Teltow-Fl�ming;TF
121101;Freies Gymnasium Rangsdorf Internationale Ganztagsschule mit Internat am See;Teltow-Fl�ming;TF
130059;Oberschule Rangsdorf;Teltow-Fl�ming;TF
130060;COMENIUS-SCHULE berufsorientierende Oberschule W�nsdorf;Teltow-Fl�ming;TF
160090;Gottlieb-Daimler-Schule Gesamtschule mit gymnasialer Oberstufe;Teltow-Fl�ming;TF
180038;Freie Oberschule Baruth anerkannte Ersatzschule;Teltow-Fl�ming;TF
180210;Seeoberschule Rangsdorf anerkannte Ersatzschule;Teltow-Fl�ming;TF
180397;Oberschule Ludwigsfelde;Teltow-Fl�ming;TF
200300;Oberstufenzentrum Landkreis Teltow-Fl�ming;Teltow-Fl�ming;TF
400117;"Schule am Wald Schule mit dem sonderp�dagogischen F�rderschwerpunkt ""geistige Entwicklung""";Teltow-Fl�ming;TF
400129;"""Mosaik-Schule"" Ludwigsfelde Schule mit dem sonderp�dagogischen F�rderschwerpunkt ""Lernen""";Teltow-Fl�ming;TF
400130;"Schule am Waldblick Schule mit dem sonderp�dagogischen F�rderschwerpunkt ""Lernen""";Teltow-Fl�ming;TF
400804;"Kastanienschule Schule mit dem sonderp�dagogischen F�rderschwerpunkt ""geistige Entwicklung""";Teltow-Fl�ming;TF
400816;"J. H. Pestalozzi Schule mit dem sonderp�dagogischen F�rderschwerpunkt ""Lernen""";Teltow-Fl�ming;TF
640232;Volkshochschule des Landkreises Teltow-Fl�ming Gesch�ftsstelle Luckenwalde;Teltow-Fl�ming;TF
100780;Europaschule Regine Hildebrandt Grundschule Cottbus;Cottbus;CB
100833;Christoph-Kolumbus-Grundschule Cottbus;Cottbus;CB
100845;"8. Grundschule ""Carl Blechen"" Cottbus";Cottbus;CB
100894;Erich K�stner Grundschule Cottbus;Cottbus;CB
100912;Europaschule Wilhelm-Nevoigt-Grundschule Cottbus;Cottbus;CB
100924;Sportbetonte Grundschule Cottbus;Cottbus;CB
100948;Fr�bel-Grundschule Cottbus;Cottbus;CB
100961;Astrid-Lindgren-Grundschule Cottbus;Cottbus;CB
101710;Umweltschule Dissenchen;Cottbus;CB
101758;Reinhard Lakomy Grundschule Gro� Gaglow;Cottbus;CB
101760;Lutki - Grundschule;Cottbus;CB
105971;UNESCO-Projektschule Cottbus 21. Grundschule;Cottbus;CB
106100;Evangelische Gottfried-Forck-Grundschule anerkannte Ersatzschule;Cottbus;CB
106550;Bewegte Grundschule Cottbus -anerkannte Ersatzschule-;Cottbus;CB
106926;"Grundschule ""Am Brunschwigpark""";Cottbus;CB
106975;Evangelische Grundschule Kahren - genehmigte Ersatzschule -;Cottbus;CB
110516;Theodor-Fontane-Gesamtschule mit GOST Cottbus;Cottbus;CB
110553;Lausitzer Sportschule Cottbus Gesamtschule mit gymnasialer Oberstufe;Cottbus;CB
110565;Sachsendorfer Oberschule Cottbus;Cottbus;CB
110619;Paul-Werner-Oberschule Cottbus;Cottbus;CB
120133;Humboldt-Gymnasium Europaschule;Cottbus;CB
120145;Ludwig-Leichhardt-Gymnasium;Cottbus;CB
120157;Niedersorbisches Gymnasium Cottbus;Cottbus;CB
120236;Max-Steenbeck-Gymnasium Schule  mit erweiterter mathematisch -naturwissenschaftlich -technischer Ausbildung;Cottbus;CB
121320;Evangelische Schule Cottbus Gymnasium - anerkannte Ersatzschule -;Cottbus;CB
180300;Schmellwitzer Oberschule;Cottbus;CB
180361;Oberschule am Weinberg � genehmigte Ersatzschule �;Cottbus;CB
200116;Oberstufenzentrum Cottbus;Cottbus;CB
200839;Berufsschule des Gemeinn�tzigen Berufsbildungsvereins Guben e.V. Ersatzschule mit anerkannten Bildungsg�ngen der Berufsschule;Cottbus;CB
330190;Berufliche Schule f�r Sozialwesen der DEB in Brandenburg gemeinn�tzige Schultr�ger-GmbH - anerkannte Ersatzschule -;Cottbus;CB
400191;"Schule mit dem sonderp�dagogischen F�rderschwerpunkt ""geistige Entwicklung"" Spreeschule";Cottbus;CB
401470;Bauhausschule - Grundschule und Schule mit dem sonderp�dagogischen F�rderschwerpunkt k�rperlich-motorische Entwicklung;Cottbus;CB
610021;Schule des Zweiten Bildungsweges Cottbus;Cottbus;CB
700010;Freie Waldorfschule Cottbus-genehmigte Ersatzschule bis Jahrgangsstufe 13 - anerkannte Ersatzschule f�r die Jahrgangsstufen 1 bis 12;Cottbus;CB
101990;Liuba-Grundschule;Dahme-Spreewald;LDS
102003;Friedrich-Ludwig-Jahn-Grundschule L�bben;Dahme-Spreewald;LDS
102027;COMENIUS Grundschule Lieberose;Dahme-Spreewald;LDS
102039;ALLEGRO GRUNDSCHULE GR�DITSCH;Dahme-Spreewald;LDS
102052;Grundschule Sch�nwalde;Dahme-Spreewald;LDS
104383;Grundschule Walddrehna;Dahme-Spreewald;LDS
104413;Grundschule Gol�en;Dahme-Spreewald;LDS
104437;"Grundschule ""Rosa Luxemburg""";Dahme-Spreewald;LDS
104619;Grundschule Bestensee;Dahme-Spreewald;LDS
104620;Humboldt-Grundschule;Dahme-Spreewald;LDS
104632;Paul-Maar-Grundschule;Dahme-Spreewald;LDS
104644;Grundschule Erich K�stner;Dahme-Spreewald;LDS
104668;"Grundschule ""Wilhelm Busch""";Dahme-Spreewald;LDS
104693;Grundschule Mittenwalde;Dahme-Spreewald;LDS
104700;Grundschule Prieros Naturparkschule im Naturpark Dahme-Heideseen;Dahme-Spreewald;LDS
104711;Malven-Grundschule;Dahme-Spreewald;LDS
104723;Grundschule am Krimnicksee;Dahme-Spreewald;LDS
104735;Grundschule T�pchin;Dahme-Spreewald;LDS
104747;"Grundschule ""Teupitz am See""";Dahme-Spreewald;LDS
104759;Grundschule Wildau;Dahme-Spreewald;LDS
104760;Grundschule Zeesen;Dahme-Spreewald;LDS
104772;Grundschule Zernsdorf;Dahme-Spreewald;LDS
104784;Grundschule am Wald Zeuthen;Dahme-Spreewald;LDS
105910;"Grundschule ""Fontane"" Niederlehme/Wernsdorf";Dahme-Spreewald;LDS
105934;Astrid-Lindgren-Grundschule;Dahme-Spreewald;LDS
106392;Evangelische Grundschule L�bben -anerkannte Ersatzschule-;Dahme-Spreewald;LDS
106630;Montessori Grundschule K�nigs Wusterhausen der FAWZ gGmbH genehmigte Ersatzschule;Dahme-Spreewald;LDS
106641;Grundschule Villa Elisabeth Pestalozzischule -anerkannte Ersatzschule-;Dahme-Spreewald;LDS
106999;Interkommunale Grundschule Sch�nefeld/Schulzendorf Standort Schulzendorf;Dahme-Spreewald;LDS
111090;Spreewald-Schule L�bben Oberschule;Dahme-Spreewald;LDS
111120;Von-Houwald-Grundschule Straupitz;Dahme-Spreewald;LDS
112513;"""Oberschule  An der Schanze"" Luckau";Dahme-Spreewald;LDS
112586;Oberschule am Airport Sch�nefeld;Dahme-Spreewald;LDS
112616;Grund- und Gesamtschule Schenkenland Gro� K�ris;Dahme-Spreewald;LDS
112628;Grund- und Oberschule Friedersdorf;Dahme-Spreewald;LDS
112630;Musikbetonte Gesamtschule Paul Dessau Zeuthen;Dahme-Spreewald;LDS
112665;Elisabeth-von-Schlieben-Grundschule;Dahme-Spreewald;LDS
113499;Gesamtschule mit gymnasialer Oberstufe K�nigs Wusterhausen der FAWZ gGmbH - anerkannte Ersatzschule;Dahme-Spreewald;LDS
120352;Paul-Gerhardt-Gymnasium L�bben;Dahme-Spreewald;LDS
120674;Bohnstedt-Gymnasium Luckau;Dahme-Spreewald;LDS
120698;Friedrich-Wilhelm-Gymnasium;Dahme-Spreewald;LDS
120704;Friedrich-Schiller-Gymnasium;Dahme-Spreewald;LDS
120716;Humboldt-Gymnasium;Dahme-Spreewald;LDS
121034;Gymnasium Villa Elisabeth - anerkannte Ersatzschule - Schule mit internation. Ausrichtung;Dahme-Spreewald;LDS
121319;Evangelische Schule Sch�nefeld - Gymnasium - anerkannte Ersatzschule -;Dahme-Spreewald;LDS
121368;Amy-Johnson-Gymnasium;Dahme-Spreewald;LDS
130679;Ludwig-Witth�ft-Oberschule Wildau;Dahme-Spreewald;LDS
160052;Gesamtschule Otto Lilienthal K�nigs Wusterhausen;Dahme-Spreewald;LDS
180026;Ludwig Leichhardt Oberschule des Amtes Lieberose/Oberspreewald;Dahme-Spreewald;LDS
180142;Jean-Itard-Ersatzschule Integrative Oberschule - genehmigte Ersatzschule -;Dahme-Spreewald;LDS
180245;Gesamtschule Villa Elisabeth mit gymnasialer Oberstufe - Schule in freier Tr�gerschaft - anerkannte Ersatzschule -;Dahme-Spreewald;LDS
180403;Oberschule Bestensee;Dahme-Spreewald;LDS
200335;Oberstufenzentrum Dahme-Spreewald;Dahme-Spreewald;LDS
400490;"Schule der Lebensfreude Schule mit dem sonderp�dagogischen F�rderschwerpunkt ""geistige Entwicklung""";Dahme-Spreewald;LDS
